"","CMCSA","FISV","MSFT","JNJ","CSCO","ADS","CL","BBT","AAPL","BFB","Rf","SP500"
"2016-07-26",31.970501,55.459999,53.873539,117.162788,28.697533,227.98349,70.251122,34.401436,92.751587,36.820827,1.138,2169.179932
"2016-07-27",32.322655,55,53.332523,116.807045,28.586016,228.44339,69.586403,34.364231,98.777039,36.231964,1.101,2166.580078
"2016-07-28",32.294109,55.355,53.351513,116.51683,28.362972,228.805405,69.557907,34.513035,100.11068,36.760822,1.094,2170.060059
"2016-07-29",32.003811,55.18,53.797611,117.237694,28.372274,226.633209,70.678429,34.289829,99.98597,36.828335,1.033,2173.600098
"2016-08-01",32.141819,55.174999,53.702694,117.396851,28.558132,223.218353,71.324165,34.103832,101.751366,36.6558,1.053,2170.840088
"2016-08-02",31.837257,54.705002,53.702694,116.881935,28.45591,217.797592,71.096245,33.834122,100.245026,36.333237,1.075,2157.030029
"2016-08-03",31.808697,52.224998,54.072861,115.992569,28.54884,217.533463,70.346085,34.540939,101.501923,36.333237,1.07,2163.790039
"2016-08-04",31.970501,52.790001,54.471504,115.955124,28.623186,214.578491,71.01078,34.382835,102.12896,36.321991,1.028,2164.25
"2016-08-05",32.070438,52.595001,55.012516,116.310867,28.846226,217.582367,70.820877,35.396557,103.682068,36.56953,1.13,2182.870117
"2016-08-08",31.918156,51.994999,55.10743,115.758522,28.818346,218.110733,70.678429,35.340759,104.540619,36.411999,1.138,2180.889893
"2016-08-09",31.837257,52.095001,55.240314,115.552567,28.753294,215.65477,71.01078,35.340759,104.965057,36.490768,1.107,2181.73999
"2016-08-10",31.989531,52.095001,55.069466,115.487038,28.669655,214.030533,71.06778,34.806431,104.183685,36.9221,1.07,2175.48999
"2016-08-11",32.20845,51.695,55.335228,115.870865,28.762587,215.204681,71.115242,34.862667,104.116165,36.745815,1.151,2185.790039
"2016-08-12",32.127548,51.68,54.993538,115.355957,28.68824,214.31427,71.191216,34.693932,104.357323,36.745815,1.101,2184.050049
"2016-08-15",32.132309,51.485001,55.164379,114.504044,28.985624,210.439545,70.944313,35.181396,105.611389,36.802074,1.13,2190.149902
"2016-08-16",32.032368,50.77,54.858757,112.650421,28.920574,207.288864,70.57399,35.153275,105.514908,37.323429,1.158,2178.149902
"2016-08-17",32.251278,51.389999,54.97337,113.567863,28.54884,199.324127,70.820877,35.312634,105.360565,37.405941,1.148,2182.219971
"2016-08-18",32.079948,51.255001,55.011574,113.015526,28.325802,197.954239,70.830368,35.38763,105.225525,37.375935,1.114,2187.02002
"2016-08-19",31.546957,51.27,55.030666,113.015526,28.362972,195.830978,70.735413,35.434494,105.495628,37.80727,1.163,2183.870117
"2016-08-22",31.618341,51.419998,55.078415,112.270996,28.465204,196.222366,70.744911,35.425121,104.675682,37.754765,1.133,2182.639893
"2016-08-23",31.247143,52.060001,55.288536,112.563171,28.790466,197.19104,70.78289,35.490742,105.003647,37.739758,1.143,2186.899902
"2016-08-24",31.261415,51.360001,55.345837,111.875198,28.864811,193.952316,70.611961,35.40638,104.212624,38.092327,1.143,2175.439941
"2016-08-25",31.199556,51.509998,55.55595,111.743248,29.078558,196.046234,70.868355,35.537609,103.768875,38.279865,1.157,2172.469971
"2016-08-26",31.175764,51.735001,55.422245,112.186195,29.134314,194.373062,70.716423,35.612606,103.16114,37.889786,1.241,2169.040039
"2016-08-29",31.247143,51.639999,55.489101,113.015526,29.348059,194.529633,71.039284,35.706348,103.045387,38.302368,1.177,2180.379883
"2016-08-30",31.194798,51.470001,55.288536,112.591438,29.310888,196.378937,70.744911,35.931328,102.254356,37.912548,1.182,2176.120117
"2016-08-31",31.056791,51.525002,54.877861,112.468903,29.217957,200.175369,70.592964,36.090694,102.35083,36.571709,1.18,2170.949951
"2016-09-01",31.356598,51.900002,55.002018,112.223877,29.348059,205.664581,70.526489,35.921951,102.958557,36.0896,1.182,2170.860107
"2016-09-02",31.485092,52.169998,55.078415,112.450066,29.580389,205.380829,71.115242,36.081322,103.923233,36.247795,1.19,2179.97998
"2016-09-06",31.570745,51.849998,55.021126,112.855309,29.617565,208.492371,71.476097,35.481365,103.894279,35.984146,1.122,2186.47998
"2016-09-07",31.57551,51.564999,55.068874,112.723373,29.543219,211.055969,70.042191,35.490742,104.530952,35.351395,1.123,2186.159912
"2016-09-08",31.485092,51.134998,54.849205,112.591438,29.245832,212.582336,69.311005,35.837593,101.791313,35.245941,1.19,2181.300049
"2016-09-09",30.985407,50.139999,53.684036,111.422829,28.669655,204.167557,67.288368,35.809464,99.485771,34.334473,1.223,2127.810059
"2016-09-12",31.294737,50.580002,54.486286,112.299278,29.217957,211.828949,69.111603,36.287548,101.714149,34.982285,1.203,2159.040039
"2016-09-13",30.823595,49.665001,53.989658,110.838524,28.864811,208.815277,68.218971,35.40638,104.135429,34.281734,1.254,2127.02002
"2016-09-14",31.013954,49.189999,53.731789,111.074127,28.809055,208.619614,68.228462,35.08765,107.820465,34.131088,1.198,2125.77002
"2016-09-15",31.523155,49.965,54.619991,111.799805,29.097145,210.762421,68.465881,35.725098,111.486183,34.364594,1.189,2147.26001
"2016-09-16",31.370872,49.605,54.677299,111.441658,28.66036,209.862228,68.332939,35.471989,110.859154,34.733704,1.21,2139.159912
"2016-09-19",31.337564,49.650002,54.371681,110.885651,28.827641,211.388626,68.551338,35.69698,109.566505,34.959694,1.207,2139.120117
"2016-09-20",31.518406,49.669998,54.257072,111.158936,28.901985,209.138168,68.826721,35.575111,109.556847,35.072685,1.2,2139.76001
"2016-09-21",31.960979,50.75,55.164383,112.063667,29.14361,210.987488,69.320518,35.875084,109.537567,35.306202,1.2,2163.120117
"2016-09-22",32.027611,51.165001,55.22168,112.582008,29.422405,213.365143,69.823799,35.75322,110.569763,35.825962,1.174,2177.179932
"2016-09-23",31.956224,50.595001,54.849205,111.969421,29.125021,212.318207,69.557907,35.500111,108.727242,35.690369,1.153,2164.689941
"2016-09-26",31.318529,50.125,54.343033,110.998734,28.874105,206.887695,69.424965,34.712681,108.891235,35.373997,1.127,2146.100098
"2016-09-27",31.489843,50.305,55.345837,112.355827,29.255129,208.873978,69.757332,35.059536,109.093826,35.524647,1.112,2159.929932
"2016-09-28",31.732557,50.115002,55.422245,112.516029,29.273716,209.598053,69.890266,35.293888,109.923431,35.547245,1.13,2171.370117
"2016-09-29",31.52792,49.860001,54.82056,110.518097,29.171488,208.365189,69.595894,34.947037,108.215973,35.464386,1.115,2151.129883
"2016-09-30",31.570745,49.735001,55.011574,111.328575,29.478168,209.911163,70.403061,35.359509,109.055237,35.735569,1.156,2168.27002
"2016-10-03",31.762703,49.875,54.839653,111.969421,29.515648,212.230133,69.909271,35.25639,108.543961,35.532185,1.183,2161.199951
"2016-10-04",31.589951,49.445,54.667751,111.978844,29.375093,208.130341,69.1306,35.884453,109.006996,35.253471,1.227,2150.48999
"2016-10-05",31.57555,49.845001,55.049774,112.318123,29.599976,211.623474,69.292023,36.409416,109.055237,35.065151,1.256,2159.72998
"2016-10-06",31.388403,50.404999,55.145279,111.912888,29.496906,209.441483,69.586403,36.521904,109.865555,35.155544,1.283,2160.77002
"2016-10-07",31.364407,49.990002,55.202579,112.374664,29.487534,204.431717,69.367996,36.456287,110.029549,34.937088,1.27,2153.73999
"2016-10-10",31.56595,50.27,55.431797,112.902428,29.487534,204.284943,68.950157,36.737514,111.949234,35.230865,1.258,2163.659912
"2016-10-11",31.172457,49.564999,54.619991,110.866798,29.084625,203.766357,68.560829,36.325043,112.190392,34.937088,1.294,2136.72998
"2016-10-12",31.306822,50.044998,54.543587,111.17778,28.428722,203.785919,68.779228,36.287548,113.193642,34.583054,1.304,2139.179932
"2016-10-13",31.249239,49.865002,54.362129,111.451111,28.26943,202.386719,68.52285,35.500111,112.846367,34.567986,1.254,2132.550049
"2016-10-14",31.287624,50.029999,54.839653,110.791405,28.278801,205.253632,68.665283,35.518864,113.473389,34.161213,1.282,2132.97998
"2016-10-17",31.201246,49.924999,54.648643,111.667862,28.316278,202.005112,68.446884,35.08765,113.396225,33.890038,1.256,2126.5
"2016-10-18",31.134066,50.029999,55.068874,108.765182,28.522421,206.52565,68.304443,35.518864,113.319046,34.183815,1.234,2139.600098
"2016-10-19",31.148466,49.904999,54.94471,107.992386,28.438091,210.155777,68.086029,36.3438,112.981422,33.995491,1.234,2144.290039
"2016-10-20",30.879738,49.825001,54.677299,108.256279,28.260059,200.361298,67.713669,36.521904,112.923523,33.641441,1.243,2141.340088
"2016-10-21",30.740572,49.580002,56.978996,106.908615,28.250689,195.645035,67.713669,36.371914,112.479797,33.897568,1.245,2141.159912
"2016-10-24",31.172457,50.255001,58.258778,107.068825,28.541161,202.044266,67.818687,36.484402,113.492691,34.176285,1.269,2151.330078
"2016-10-25",30.961315,49.860001,58.249237,107.398674,28.428722,199.51001,68.086037,36.446911,114.071487,34.251606,1.276,2143.159912
"2016-10-26",30.020765,49.994999,57.905407,107.964127,28.625492,198.512009,68.0383,36.615646,111.505486,34.251606,1.302,2139.429932
"2016-10-27",29.502508,48.375,57.399223,109.038483,28.4662,198.198868,67.379494,36.868752,110.434715,34.244072,1.338,2133.040039
"2016-10-28",29.694456,49.165001,57.179558,108.689796,28.662971,199.441544,67.952354,36.700012,109.701561,34.673447,1.323,2126.409912
"2016-10-31",29.665661,49.240002,57.227314,109.31179,28.747301,200.067764,68.133781,36.746891,109.527924,34.778912,1.313,2126.149902
"2016-11-01",29.48811,49.279999,57.112709,108.699203,28.559898,197.899811,67.780502,36.587524,107.550346,34.477596,1.286,2111.719971
"2016-11-02",29.497707,49.330002,56.759331,108.246849,28.475571,196.222366,67.961922,36.203182,107.64682,34.733704,1.261,2097.939941
"2016-11-03",29.248173,49.055,56.549217,108.407059,28.409979,196.241989,67.379494,36.10006,106.492989,34.613174,1.263,2088.659912
"2016-11-04",29.109013,48.965,56.07169,108.48246,28.28817,195.99675,66.424706,35.856335,105.533058,34.673447,1.244,2085.179932
"2016-11-07",29.516899,49.779999,57.704842,109.943222,28.990923,199.910782,67.350853,36.878128,107.055359,35.366455,1.291,2131.52002
"2016-11-08",30.00157,50.084999,57.752598,110.310753,29.047146,197.713425,68.353371,36.726982,107.6856,35.434254,1.331,2139.560059
"2016-11-09",30.447853,50.255001,57.466076,113.383064,29.384464,203.373611,67.188545,38.361179,107.511078,34.372135,1.474,2163.26001
"2016-11-10",31.239639,49.900002,56.062141,112.657402,29.047146,205.796555,64.161842,39.126328,104.514961,34.116013,1.529,2167.47998
"2016-11-11",31.892269,50.27,56.36776,111.649002,29.384464,207.68985,64.371895,39.53252,105.135513,34.153679,NA,2164.449951
"2016-11-14",32.276165,50.060001,55.508202,109.886673,29.393837,206.787354,63.569889,40.477142,102.498161,34.100948,1.647,2164.199951
"2016-11-15",32.141804,50.77,56.604328,109.622795,29.703049,206.139923,63.579422,40.599941,103.855637,34.319401,1.674,2180.389893
"2016-11-16",32.376934,51.605,57.354313,109.660484,29.581236,206.699066,63.722637,40.448807,106.648132,34.274204,1.672,2176.939941
"2016-11-17",32.866409,52.529999,58.306213,109.858398,28.156988,213.408859,63.006561,41.572903,106.609329,34.567986,1.713,2187.120117
"2016-11-18",32.794418,52.145,58.02737,109.469337,28.278801,213.457932,62.882442,42.026329,106.715996,34.522789,1.777,2181.899902
"2016-11-21",32.727242,52.720001,58.517738,109.127724,28.156988,224.307373,63.226162,42.149128,108.335266,35.140476,1.796,2198.179932
"2016-11-22",33.120731,53.154999,58.767731,106.983124,28.007069,228.68248,63.331181,42.035778,108.403137,35.072685,1.781,2202.939941
"2016-11-23",33.091938,53.799999,58.075451,107.296265,27.838406,230.57576,63.006561,42.139675,107.850449,34.515255,1.837,2204.719971
"2016-11-25",33.18792,53.615002,58.200436,108.302147,28.194471,230.222626,63.522133,42.177471,108.393433,35.163078,1.849,2213.350098
"2016-11-28",32.780025,53.305,58.277363,107.353218,28.035179,227.623062,63.426662,41.60125,108.180122,35.170601,1.801,2201.719971
"2016-11-29",33.658192,53.27,58.738884,106.736397,27.950848,224.35643,63.522133,41.705154,108.073463,35.351395,1.781,2204.659912
"2016-11-30",33.355869,52.310001,57.94083,105.616661,27.941475,224.42511,62.280922,42.74424,107.162018,34.328079,1.834,2198.810059
"2016-12-01",33.523827,51.66,56.921623,105.692558,27.59479,223.836517,62.137699,43.301567,106.163315,33.760357,1.893,2191.080078
"2016-12-02",33.005566,51.685001,56.9697,106.24295,27.407385,214.546768,61.793976,42.706451,106.56086,34.085854,1.829,2191.949951
"2016-12-05",32.957581,51.814999,57.902378,106.223976,27.66975,219.137695,61.708042,43.008732,105.794868,34.123695,1.844,2204.709961
"2016-12-06",32.967178,51.625,57.642761,106.337845,27.482346,222.835922,62.089958,43.452713,106.609329,34.025295,1.841,2212.22998
"2016-12-07",33.269501,52.41,59.008118,105.426857,28.06329,229.055267,62.949272,43.915577,107.656517,33.578693,1.798,2241.350098
"2016-12-08",33.221508,52.355,58.661968,105.322479,28.06329,235.303986,62.729668,44.378433,108.713409,34.5476,1.819,2246.189941
"2016-12-09",33.32708,52.395,59.585018,106.527618,28.166359,227.780014,63.292992,44.633488,110.487801,34.721695,1.881,2259.530029
"2016-12-12",33.111141,52.41,59.777321,109.469337,28.26943,226.21048,63.732193,44.274529,109.857559,34.373497,1.889,2256.959961
"2016-12-13",33.581413,53.049999,60.556149,109.972267,28.662971,228.250854,63.865868,44.45401,111.690132,34.487041,1.912,2271.719971
"2016-12-14",33.600609,53.014999,60.267696,109.118225,28.541161,225.612091,62.93018,44.189514,111.690132,33.873905,1.994,2253.280029
"2016-12-15",33.533424,53.634998,60.171543,109.972267,28.700453,226.975632,63.235703,44.359547,112.30098,34.169121,2.068,2262.030029
"2016-12-16",33.523827,53.514999,59.902313,109.962769,28.662971,224.474167,63.235703,44.010036,112.446442,34.335648,2.067,2258.070068
"2016-12-19",33.662994,53.674999,61.17152,110.095619,28.812891,226.563629,63.073391,44.265083,113.096069,34.40377,2.027,2262.530029
"2016-12-20",34.075684,54.535,61.094597,109.754021,28.634861,226.936356,63.388474,45.011341,113.396652,34.320507,2.046,2270.76001
"2016-12-21",33.989304,54.285,61.094597,109.421883,28.503681,229.231812,63.063843,44.775185,113.503304,34.320507,2.029,2265.179932
"2016-12-22",34.080475,53.805,61.104214,109.545258,28.541161,227.25029,63.369381,44.69017,112.756714,34.025295,2.036,2260.959961
"2016-12-23",33.902924,54,60.806145,110.038704,28.606754,229.192566,63.273891,44.907436,112.979713,33.934456,2.03,2263.790039
"2016-12-27",34.008499,54.07,60.844601,109.991249,28.747301,229.261276,63.02565,45.068016,113.697243,34.055576,2.055,2268.879883
"2016-12-28",33.806953,53.599998,60.565762,109.22261,28.503681,224.219101,62.643738,44.586258,113.212425,33.949596,1.998,2249.919922
"2016-12-29",33.634201,53.639999,60.479229,109.59269,28.541161,224.886154,62.911072,44.132843,113.183334,34.161552,1.962,2249.26001
"2016-12-30",33.397202,53.139999,59.74847,109.326996,28.316278,224.150421,62.481426,44.416222,112.30098,34.002594,1.934,2238.830078
"2017-01-03",33.397202,53.669998,60.171543,109.924828,28.616121,228.574585,62.576904,44.378433,112.620964,34.123695,1.944,2257.830078
"2017-01-04",33.793808,54.325001,59.902313,109.74453,28.446016,233.253769,63.264359,44.718506,112.494911,34.502182,1.947,2270.75
"2017-01-05",33.929237,54.305,59.902313,110.892738,28.512167,231.331085,63.827675,44.142277,113.066986,34.275089,1.863,2269
"2017-01-06",33.987274,54.915001,60.421535,110.361336,28.568869,231.821594,64.314621,44.43512,114.327484,34.108562,1.922,2276.97998
"2017-01-09",34.258129,54.049999,60.229233,110.342361,28.521618,233.067398,63.41711,44.142277,115.374664,33.873905,1.881,2268.899902
"2017-01-10",34.301659,54.115002,60.210003,110.228485,28.710627,230.781723,62.433685,44.076157,115.49102,33.737652,1.879,2268.899902
"2017-01-11",34.683758,54.27,60.758064,108.871513,28.493265,230.134308,62.3573,44.180065,116.111588,33.571121,1.876,2275.320068
"2017-01-12",34.543495,54.709999,60.20039,108.767128,28.389311,231.183945,62.872879,43.773876,115.626762,33.434868,1.868,2270.439941
"2017-01-13",35.196442,55.150002,60.286926,108.748138,28.417662,233.028183,62.901527,43.943913,115.423149,33.275917,1.884,2274.639893
"2017-01-17",35.094875,55.220001,60.123463,109.004356,28.342056,225.621887,64.066376,43.037071,116.353989,33.654388,1.826,2267.889893
"2017-01-18",34.964283,55.040001,60.094624,108.843033,28.379858,227.211044,64.792015,43.641632,116.344284,33.88905,1.885,2271.889893
"2017-01-19",35.119057,54.674999,59.902313,108.368553,28.332607,225.837708,64.379089,42.782024,116.140671,33.767925,1.953,2263.689941
"2017-01-20",35.583378,54.785,60.32539,108.321114,28.446016,226.161423,65.25296,42.904819,116.353989,34.078289,1.94,2271.310059
"2017-01-23",35.433437,54.330002,60.536915,108.093376,28.606672,224.199478,64.868835,42.885933,116.431549,34.40377,1.867,2265.199951
"2017-01-24",35.597889,54.259998,61.075371,106.053169,28.918537,221.904022,65.550659,43.414925,116.324898,34.71413,1.937,2280.070068
"2017-01-25",35.5205,54.27,61.229214,107.040054,29.013044,222.934036,65.713913,44.378433,118.176857,34.85038,1.987,2298.370117
"2017-01-26",36.516857,53.924999,61.796497,106.129074,29.050846,217.479889,65.531464,44.605152,118.235039,34.585449,1.962,2296.679932
"2017-01-27",36.734501,54.049999,63.24839,107.590439,29.277658,218.117508,62.112751,44.368996,118.244728,34.50975,1.941,2294.689941
"2017-01-30",36.439465,54.075001,62.623398,107.353218,29.135899,223.836517,61.968708,43.906128,117.934456,34.426483,1.936,2280.899902
"2017-01-31",36.478165,53.715,62.16188,107.467072,29.031942,224.032715,62.016724,43.632191,117.662964,34.517315,1.908,2278.870117
"2017-02-01",36.570061,52.689999,61.133057,107.448105,28.824032,226.00444,62.151173,43.405479,124.838135,34.070713,1.926,2279.550049
"2017-02-02",36.31855,52.73,60.738834,107.770737,29.466665,221.678375,63.073063,43.273232,124.624809,34.169121,1.921,2280.850098
"2017-02-03",36.400772,53.360001,61.229214,107.837166,29.598974,223.797302,63.351551,44.028927,125.158096,34.593018,1.933,2297.419922
"2017-02-06",36.05254,53.424999,61.19075,107.609428,29.580072,222.178711,62.890602,43.858898,126.331337,34.40377,1.854,2292.560059
"2017-02-07",36.207302,53.209999,60.988831,107.685333,29.72183,220.824982,63.918121,43.821117,127.533661,34.653572,1.844,2293.080078
"2017-02-08",36.125088,53.889999,60.902298,107.609428,29.551723,221.46257,63.946941,43.535881,128.028152,34.963928,1.816,2294.669922
"2017-02-09",36.289532,54.735001,61.594582,108.254684,29.769085,224.287766,63.956543,44.125362,128.953293,35.319695,1.87,2307.870117
"2017-02-10",36.347572,54.535,61.5369,109.355469,29.778532,222.708405,65.032097,44.33453,128.661148,35.546783,1.887,2316.100098
"2017-02-13",36.618427,55.049999,62.229187,109.962769,30.213259,223.986588,65.022484,44.667305,129.800522,35.478649,1.911,2328.25
"2017-02-14",36.802216,55.07,62.461349,110.418266,30.534573,225.540085,65.0513,45.513489,131.485214,35.675465,1.96,2337.580078
"2017-02-15",37.048882,55.540001,62.422653,111.21537,31.016548,226.700272,65.886765,45.884281,131.962387,35.95554,2.001,2349.25
"2017-02-16",36.753853,55.625,62.412975,112.050446,31.753687,227.526184,66.261292,45.637093,131.806595,36.197769,1.941,2347.219971
"2017-02-17",36.429798,55.990002,62.509712,112.790611,31.885996,231.095261,69.123009,45.59906,132.166916,36.485416,1.91,2351.159912
"2017-02-21",36.652279,56.195,62.383961,113.549774,32.25457,235.441055,70.275383,45.627583,133.121246,36.62923,1.917,2365.379883
"2017-02-22",36.700645,56.91,62.258205,113.416908,32.216766,235.844177,70.573074,45.779697,133.520508,36.916878,1.912,2362.820068
"2017-02-23",36.42012,57.450001,62.509712,115.485588,32.169502,238.351395,71.485374,46.140995,132.955688,37.030426,1.878,2363.810059
"2017-02-24",36.652279,58.150002,62.509712,117.233635,32.434124,240.701294,70.438622,45.741673,133.082306,37.000149,1.804,2367.340088
"2017-02-27",36.304043,57.790001,62.132458,116.918419,32.377422,242.628372,69.766411,45.808228,133.345215,36.93959,1.87,2369.75
"2017-02-28",36.197628,57.700001,61.890614,116.736923,32.301819,238.901962,70.083313,45.846256,133.403656,36.909306,1.88,2363.639893
"2017-03-01",36.362076,58.555,62.819267,118.313034,32.547527,243.464127,70.544266,47.253407,136.130341,36.93959,1.992,2395.959961
"2017-03-02",36.226658,58.32,61.919636,118.093338,32.500275,239.845886,70.813141,46.169521,135.322083,37.037029,2.03,2381.919922
"2017-03-03",36.004173,58.75,62.151794,118.24617,32.405773,240.524292,70.669098,46.245583,136.120605,37.227158,2.017,2383.120117
"2017-03-06",36.21698,58.509998,62.171139,118.169754,32.311268,241.330536,70.86116,45.855766,135.692108,36.869713,2.016,2375.310059
"2017-03-07",36.197628,58.474998,62.296902,118.28437,32.320717,240.937241,70.793945,45.570538,135.867416,35.713734,2.044,2368.389893
"2017-03-08",35.897758,58.724998,62.86763,118.542282,32.150612,242.05809,70.256165,45.637093,135.361053,35.257427,2.081,2362.97998
"2017-03-09",36.158939,58.724998,62.616119,120.309433,32.197865,243.768936,70.457848,45.713146,135.049393,35.143349,2.125,2364.870117
"2017-03-10",36.100903,58.639999,62.809586,120.557793,32.377422,244.034378,71.312508,45.36137,135.49736,35.287846,2.105,2372.600098
"2017-03-13",36.081551,58.945,62.596771,121.006744,32.226212,243.660767,70.966805,45.332844,135.555786,35.158562,2.127,2373.469971
"2017-03-14",36.187962,58.685001,62.306572,121.360184,32.24511,241.40918,70.726723,45.19022,135.351273,35.242214,2.124,2365.449951
"2017-03-15",36.516857,58.825001,62.635468,123.184639,32.358524,241.428879,71.005219,44.70533,136.782822,35.599659,2.02,2385.26001
"2017-03-16",36.449139,58.630001,62.52906,122.707031,32.349072,240.976578,70.966805,44.98106,137.006775,35.50079,2.03,2381.379883
"2017-03-17",36.236324,58.895,62.751553,122.324928,32.349072,240.897919,71.024422,44.524685,136.325134,35.584446,2.02,2378.25
"2017-03-20",36.25568,58.349998,62.809586,122.334496,32.396317,240.435791,70.870773,43.954224,137.756653,35.599659,1.993,2373.469971
"2017-03-21",35.859062,58.080002,62.113102,121.551224,32.018307,235.273895,70.774727,41.833996,136.179031,35.957096,1.963,2344.02002
"2017-03-22",35.830044,57.939999,62.906322,120.60556,32.226212,236.827408,70.755539,41.919575,137.717682,36.139614,1.93,2348.449951
"2017-03-23",36.004173,57.924999,62.751553,120.261673,32.093903,238.842972,70.986,42.138245,137.230774,36.025547,1.943,2345.959961
"2017-03-24",36.158939,57.970001,62.85796,119.860489,32.20731,239.698395,70.745926,42.223808,136.958115,35.812599,1.928,2343.97998
"2017-03-27",35.897758,57.744999,62.974037,120.166161,32.122265,239.344437,70.515457,41.995625,137.191849,35.645279,1.912,2341.590088
"2017-03-28",35.878418,57.895,63.157833,120.032417,32.150612,240.593109,70.841965,42.689693,140.03537,35.607265,1.955,2358.570068
"2017-03-29",36.004173,57.955002,63.331947,119.325562,31.885996,241.21254,70.640297,42.280857,140.347,35.538818,1.936,2361.129883
"2017-03-30",36.284691,57.965,63.564125,119.077217,31.885996,244.702972,70.323395,43.003452,140.161972,35.257427,1.961,2368.060059
"2017-03-31",36.362076,57.654999,63.709213,118.972145,31.942699,244.820938,70.284981,42.499538,139.899048,35.120529,1.929,2362.719971
"2017-04-03",36.485935,57.82,63.409348,119.105873,31.734791,246.128616,70.457848,42.518551,139.938004,34.892372,1.877,2358.840088
"2017-04-04",36.709362,57.689999,63.583473,119.096313,31.84918,246.757889,70.697914,42.347412,140.97998,34.846748,1.878,2360.159912
"2017-04-05",36.272221,57.785,63.419014,119.210945,31.458338,246.059814,70.544266,41.814987,140.249619,34.755489,1.87,2352.949951
"2017-04-06",37.039642,57.830002,63.583473,119.449753,31.534601,249.107758,70.227364,42.128735,139.899048,34.725067,1.863,2357.48999
"2017-04-07",36.942493,57.91,63.535107,119.325562,31.420206,246.826706,70.534653,41.900555,139.587402,34.732666,1.911,2355.540039
"2017-04-10",36.592789,57.965,63.389996,118.771538,31.467867,243.503433,70.803558,41.634335,139.42186,34.968433,1.9,2357.159912
"2017-04-11",36.165367,58.130001,63.341633,118.656906,31.382072,234.339844,70.774727,41.472702,137.922195,34.945618,1.832,2353.780029
"2017-04-12",36.223656,57.895,63.099792,119.784065,31.096088,234.890472,71.062836,41.101906,138.087708,34.945618,1.83,2344.929932
"2017-04-13",36.077946,57.595001,62.828934,119.39241,30.90543,230.967438,70.73632,40.521931,137.357361,34.58057,1.764,2328.949951
"2017-04-17",36.13623,58.224998,63.341633,120.089745,31.086557,234.507004,71.130051,41.025841,138.116943,34.930401,1.777,2349.01001
"2017-04-18",36.515076,58.174999,63.254574,116.36438,31.143753,234.005569,71.418137,40.474388,137.503418,35.196583,1.71,2342.189941
"2017-04-19",36.456795,58.275002,62.916004,115.934555,31.124687,236.601242,70.858154,40.531441,136.997055,35.158562,1.729,2338.169922
"2017-04-20",36.913357,58.895,63.360977,116.412163,31.296282,256.245911,70.655403,41.520241,138.710983,35.074905,1.772,2355.840088
"2017-04-21",37.068779,59.200001,64.231583,116.307091,31.286749,255.154556,70.500908,40.816673,138.545441,35.181374,1.76,2348.689941
"2017-04-24",36.923069,59.720001,65.324684,117.386482,31.725256,256.49173,71.118835,41.57729,139.879547,35.698517,1.802,2374.149902
"2017-04-25",37.389339,59.810001,65.70195,117.90229,31.858711,258.595795,71.659515,41.501228,140.746262,35.987514,1.85,2388.610107
"2017-04-26",37.680763,59.994999,65.614883,117.978706,31.839651,257.927246,70.964348,41.672371,139.918503,35.56163,1.835,2387.449951
"2017-04-27",38.457882,59.945,66.040512,118.198402,32.173298,256.167328,70.771263,41.434673,140.025604,35.576839,1.819,2388.77002
"2017-04-28",38.069321,59.57,66.224304,117.940506,32.478352,245.440369,69.554718,41.054363,139.889297,35.987514,1.816,2384.199951
"2017-05-01",38.069321,59.544998,67.143295,117.816315,32.383022,249.225754,69.322998,41.434673,142.742584,36.017944,1.847,2388.330078
"2017-05-02",38.215034,59.32,67.036873,118.160194,32.640411,251.605133,68.318878,41.33009,143.648239,36.124409,1.813,2391.169922
"2017-05-03",37.437912,59.23,66.824074,117.806763,32.649944,250.002487,68.627846,41.976616,143.210037,36.040752,1.845,2388.129883
"2017-05-04",37.195061,60.125,66.562874,118.399002,32.58321,249.422394,69.467827,41.891048,142.693909,36.808876,1.883,2389.52002
"2017-05-05",37.89447,60,66.746674,117.978706,32.783398,251.202042,69.332657,41.57729,145.060272,37.272789,1.883,2399.290039
"2017-05-08",38.079041,59.919998,66.688644,117.730347,32.688072,253.040634,69.361626,41.586796,149.004242,37.561779,1.9,2399.379883
"2017-05-09",37.962471,59.865002,66.785378,117.692146,32.316292,255.842819,69.033356,41.33009,149.958603,37.576988,1.935,2396.919922
"2017-05-10",37.981899,59.625,67.046555,117.310051,32.163769,254.220551,69.322998,41.521557,149.247681,37.455318,1.938,2399.629883
"2017-05-11",38.137329,59.93,66.224304,117.682594,32.058907,247.383224,69.149216,41.196056,150.538452,37.729095,1.928,2394.439941
"2017-05-12",37.865326,59.889999,66.146919,118.10289,31.887314,239.866165,68.791969,41.176903,152.640808,37.417286,1.853,2390.899902
"2017-05-15",37.855618,60.450001,66.195282,121.302856,32.630875,241.225739,69.178177,41.521557,152.24968,37.622635,1.858,2402.320068
"2017-05-16",37.709904,59.875,67.52816,122.047928,32.697605,241.432617,69.110596,41.866222,152.02478,38.375534,1.85,2400.669922
"2017-05-17",37.010494,59.564999,65.650475,120.997192,32.240025,234.664322,73.078804,40.219528,146.920456,39.759663,1.748,2357.030029
"2017-05-18",37.564194,60.02,65.874237,121.28376,29.914019,231.186584,71.379509,40.334419,149.159698,39.987823,1.774,2365.719971
